id_book,title,authors,publisher,published_year,id_categories
3095,Cities in the Telecommunications Age: The Fracturing of Geographies,"James O. Wheeler, Yuko Aoyama, Barney Warf",Psychology Press,2000,59
3096,"Data Analysis for Database Design, Third Edition",David Howe,Butterworth-Heinemann,2001,13
3097,"Prophet's Daughter: The Life and Legacy of Bahiyyih Khanum, Outstanding Heroine of the Baha'i Faith",Janet A. Khan,Baha'i Publishing Trust,2005,40
3098,Hawai'i One Summer (A Latitude 20 Book),Maxine Hong Kingston,University of Hawaii Press,1998,28
3099,Sams Teach Yourself GTK+ Programming in 21 Days,Donna Martin,Sams Publishing,2000,13
3100,Long Ago in Serafina (Linford Western Library),Lee F. Gregson,Linford,1995,4
3101,Red Cavalry and Other Stories (Penguin Classics),Isaac Babel,Penguin UK,2005,4
3102,"Incidents in the Life of a Slave Girl, by Harriet A. Jacobs: A True Tale of Slavery, by John S. Jacobs",Harriet Jacobs,Oxford University Press,2015,40
3103,Catastrophic scars may result from natural 'cancer salves'.(Dermatology): An article from: Internal Medicine News,Siddhartha Mukherjee,Simon and Schuster,2011,18
3104,The Great Satan vs. the Mad Mullahs: How the United States and Iran Demonize Each Other,William O. Beeman,University of Chicago Press,2008,30
3105,Metallic Love,Tanith Lee,Spectra,2005,4
3106,"Ride Hard, Ride Smart: Ultimate Street Strategies for Advanced Motorcyclists",Pat Hahn,Motorbooks,2004,53
3107,It's Bunco Time!: Cookbook and Party Ideas,Leslie Crouch,Hyperion,2004,67
3108,"Age, Marriage, and Politics in Fifteenth-Century Ragusa (Oxford Studies in Social and Cultural Anthropology)","David Rheubottom, Senior Lecturer in Social Anthropology David Rheubottom",Oxford University Press on Demand,2000,31
3109,"On the Edge of Empire: Gender, Race, and the Making of British Columbia, 1849-1871 (Studies in Gender and History)",Adele Perry,University of Toronto Press,2001,18
3110,Become the Squeaky Wheel: A Credit & Collections Guide for Everyone (The Collecting Money Series) (Volume 4),Michelle Dunn,Never Dunn Pub Llc,2005,5
3111,In The Company Of Droids,Sherry Galloway,iUniverse,2001,4
3112,"The Cinema of David Lynch : American Dreams, Nightmare Visions (Directors' Cuts)","Erica Sheen, Annette Davison",Wallflower Press,2004,46
3113,"The Female, the Tree, and Creation","James N. Judd, James N Judd, MS.D., D.D.",Xlibris Corporation,2000,1
3114,The Flying Prostitute,Lawrence J. Hunter,iUniverse,2000,40
3115,Showdown on the Hogback,LOUIS LAMOUR,Renaissance EBooks,2015,4
3116,Debugging Embedded Microprocessor Systems,Stuart Ball,Elsevier,1998,36
3117,The Tragedy of Anthony and Cleopatra (Oxford Shakespeare),William Shakespeare,Oxford Paperbacks,2008,58
3118,Hogfather (Discworld),Terry Pratchett,Bloomsbury Publishing,2021,58
3119,The Correctional Accreditation Manager's Handbook,D. S. Bornus,Publishamerica Incorporated,2005,3
3120,"Windows Visualization Programming With C/C++ 3d Visualization, Simulation, and Virtual Reality/Book and Disk",Lee Adams,McGraw-Hill Companies,1994,154
3121,Professional Java XML,Kal Ahmed,Apress,2001,13
3122,The Yankee Dollar Conspiracy,"Norman Moore, Curtis Stover",iUniverse,2000,4
3123,Lost Voyages: Two Centuries of Shipwrecks in the Approaches to New York,Bradley Sheard,"Aqua Quest Publications, Inc.",1998,53
3124,Java 2 Database Programming For Dummies,"James Edward Keogh, Jim Keogh",For Dummies,2001,13
3125,The Library Story: How to Market Your Library Through Story,"Carol Smallwood,, Vera Gubnitskaia, Kerol Harrod",McFarland,2014,38
3126,Fuzzy Sets Based Heuristics for Optimization (Studies in Fuzziness and Soft Computing),José-Luis Verdegay,Springer,2012,22
3127,Kinki Lullabye,Isaac Adamson,Harper Collins,2004,4
3128,Schlock Value: Hollywood at Its Worst,Richard Roeper,Hachette Books,2005,46
3129,Tomorrow's Organization: Crafting Winning Capabilities in a Dynamic World,"Susan Albers Mohrman, Jay R. Galbraith, Galbraith JR, Edward E. Lawler, III, Lawler Ee",Jossey-Bass,1998,5
3130,Fun with Zoo Animals Stencils (Dover Stencils),Paul E. Kennedy,Courier Corporation,1989,19
3131,Middle Eastern Lectures Number One: 1995 (No. 1),E. Murphy,Springer,1999,5
3132,This Light in Oneself,Jiddu Krishnamurti,Shambhala Publications,1999,25
3133,One Skein: 30 Quick Projects to Knit or Crochet,Leigh Radford,Penguin,2013,52
3134,Spanish for Public Safety Personnel,"William C. Harvey M. S., William C. Harvey","Barron's Educational Series, Incorporated",2007,24
3135,"Into the Thinking Kingdom (Journeys of the Catechist, Book 2)",Alan Dean Foster,Aspect,2000,4
3136,"Understanding Soil Change: Soil Sustainability over Millennia, Centuries, and Decades","Daniel de Boucherville Richter, Daniel D. Richter, Jr, Daniel Markewitz",Cambridge University Press,2001,15
3137,The Amen Corner: A Play,James Baldwin,Vintage,2013,58
3138,Day Follow Night: From Chaos to Redemption,D. H. Burns,Publishamerica Incorporated,2005,4
3139,With Ossie and Ruby: In This Life Together,"Ossie Davis, Ruby Dee",Harper Collins,2000,40
3140,175 Ways to Get More Done In Less Time,David Cottrell,CornerStone Leadership Inst,2000,118
3141,Fundamentals of Cellular Network Planning and Optimisation: 2G/2.5G/3G... Evolution to 4G,Ajay R. Mishra,John Wiley & Sons,2007,36
3142,Data on the Web: From Relations to Semistructured Data and XML (The Morgan Kaufmann Series in Data Management Systems),"Serge Abiteboul, Peter Buneman, Dan Suciu",Morgan Kaufmann,2000,13
3143,Amelia,Candace Fleming,Schwartz & Wade,2012,19
3144,Are You Prepared to Teach Reading?: A Practical Tool for Self-Assessment,James Zarrillo,Pearson College Division,2007,3
3145,Just Keep Pedaling: A Corner-to-Corner Bike Ride Across America,T. E. Trimbath,iUniverse,2002,17
3146,Cost Too Far: An Analysis Of The Net Economic Costs And Benefits For The Uk Of Eu Membership,Ian Milne,Civitas/Inst for the Study of,2004,5
3147,Fishing Alaska's Kenai Peninsula: A Complete Angler's Guide,Dave Atcheson,Countryman Press,2002,17
3148,Warautumn,Tom Deitz,Spectra,2009,4
3149,Finder's Keepers,Craig Childs,Back Bay Books,2013,18
3150,Making History,Richard Cohen,Simon and Schuster,2022,18
3151,Aliens Gold Tenth Planet,"Michael Brumfield, Mike Brumfield",Kawliga Publishing,2003,25
3152,Pastoral Responses to Sexual Issues,William V. Arnold,Westminster John Knox Press,1993,1
3153,Data Quality: The Accuracy Dimension (The Morgan Kaufmann Series in Data Management Systems),Jack E. Olson,Elsevier,2003,13
3154,After Diana: Irreverent Elegies,Mandy Merck,Verso,1998,18
3155,Litterature Francaise: Textes et Contextes,"Robert J. Berg, Fabrice Leroy",Wiley,1994,24
3156,"Mind, Body and Culture: Anthropology and the Biological Interface","Geoffrey Samuel, Samuel Geoffrey",Cambridge University Press,1990,31
3157,"The Copyright Permission and Libel Handbook: A Step-by-Step Guide for Writers, Editors, and Publishers (Wiley Books for Writers)","Lloyd J. Jassin, Steven C. Schechter",Wiley,1998,38
3158,Karpov - Korchnoi 1981,Raymond Keene,Hardinge Simpole Limited,2004,37
3159,A Jealous God: Science's Crusade Against Religion,Pamela Winnick,Thomas Nelson,2005,30
3160,The New Encyclopedia of the Occult,John Michael Greer,University of Hawaii Press,2003,25
3161,Never Bite When a Growl Will Do,"Matt Weinstein, Luke Barber",Penguin,2004,48
3162,Photographic Atlas of the Body,Gerard J. Tortora,Addison Wesley Publishing Company,2000,155
3163,Insufficient Data,Fannie Peczenik,iUniverse,2000,4
3164,A Field Guide to the Birds of Texas: and Adjacent States (Peterson Field Guides),Roger Tory Peterson,Houghton Mifflin Harcourt,1960,15
3165,"The Sounds, Forms, and Uses of Italian: An Introduction to Italian Linguistics (Toronto Italian Studies)","Gianrenzo P. Clivio, Marcel Danesi",University of Toronto Press,2000,24
3166,Data Preparation for Data Mining (The Morgan Kaufmann Series in Data Management Systems),Dorian Pyle,Morgan Kaufmann,1999,13
3167,"The Female, The Tree, and Creation","James N. Judd, James N Judd, MS.D., D.D.",Xlibris Corporation,2000,1
3168,The Lord of the Rings and Philosophy: One Book to Rule Them All (Popular Culture and Philosophy),"Gregory Bassham, Eric Bronson",Open Court,2013,11
3169,A Crime in the Neighborhood,Suzanne Berne,Algonquin Books,2013,4
3170,Java J2SE 1.4 Core Platform Update,HART,Apress,2002,9
3171,Diving Micronesia (Aqua Quest Diving Series),Eric Hanauer,"Aqua Quest Publications, Inc.",2001,2
3172,The Cattle,Catrin Rutland,Princeton University Press,2021,15
3173,Irreducible Minimum: An Examination of Basic Christian Doctrine,David C. Myers,Wipf and Stock Publishers,2002,1
3174,Professional .NET Framework,Joe Duffy,John Wiley & Sons,2006,156
3175,The Ladies' Man,Susan Mallery,HQN Books,2017,4
3176,The Treatment of Disease in TCM V7 : General Symptoms,"Philippe Sionneau, Lü Gang","Blue Poppy Enterprises, Inc.",1996,26
3177,Velkro: The Gripping Life of Mitzi St. Bernard,Karen MacNeil,Workman Publishing Company,2015,6
3178,The Low End of Higher Things (The University of Wisconsin Press Poetry Series),David Clewell,Univ of Wisconsin Press,2003,45
3179,Climbing the Shadows,Shannon Bramer,Groundwood Books Ltd,2019,21
3180,North of Havana (Doc Ford),Randy Wayne White,Penguin,1998,4
3181,"Understanding Attachment: Parenting, Child Care, and Emotional Development",Jean Mercer,Greenwood Publishing Group,2006,8
3182,Race War!: White Supremacy and the Japanese Attack on the British Empire,Gerald Horne,NYU Press,2005,18
3183,Visual Basic 6 Mts Programming (Vb Com Series),BORTNIKER,Apress,1998,9
3184,A Better War: The Unexamined Victories and Final Tragedy of America's Last Years in Vietnam,Lewis Sorley,HMH,1999,18
3185,Filth,Irvine Welsh,W. W. Norton & Company,1998,4
3186,Experimenting with Humans and Animals: From Galen to Animal Rights (Johns Hopkins Introductory Studies in the History of Science),Anita Guerrini,JHU Press,2003,18
3187,The Satyricon (Meridian classics),"Petronius, Seneca",Plume,1983,4
3188,Neurobehavioral Disorders of Childhood: An Evolutionary Perspective,"Robert Melillo, Gerry Leisman",Springer Science & Business Media,2004,26
3189,Successful Aging: Strategies for Healthy Living (Prevention in Practice Library),"Martin Bloom, Waldo C. Klein",Springer Science & Business Media,2013,26
3190,ASP. Net Programmers Reference,Charles Caison,McGraw-Hill Osborne Media,2002,13
3191,Assessment in the Learning Organization: Shifting the Paradigm,Association for Supervision and Curriculum Development,Assn for Supervision & Curriculum,1995,3
3192,Yamaha ATV's '80'85 (Owners' Workshop Manual),Haynes Publishing,"Haynes Manuals N. America, Incorporated",2018,53
3193,An Empire Wilderness: Travels into America's Future,Robert D. Kaplan,Vintage,2014,33
3194,Pentateuch,Peter T. Vogt,Kregel Academic,2009,1
3195,The Montessori Method (The Best Nonfiction Sellers of 1912),"Gerald L. Gutek, Patricia A. Gutek",Springer Nature,2020,3
3196,The Joy of Mixology: The Consummate Guide to the Bartender's Craft,Gary Regan,Clarkson Potter,2018,6
3197,The Blackwell Dictionary of Neuropsychology,"Graham Beaumont, Pamela Kenealy, Marcus Rogers",Wiley-Blackwell,1999,8
3198,Introduction to Physical Mathematics,"P.G. Harper, D. L. Weaire",CUP Archive,1985,22
3199,To Build a Better Teacher: The Emergence of a Competitive Education Industry,"Robert Holland, Reader in Imperial and Commonwealth History Robert Holland",Greenwood Publishing Group,2003,3
3200,The Gift of Psalms,Roland Edmund Murphy,Hendrickson Pub,2000,1
3201,Researching Entrepreneurship,Per Davidsson,Springer,2006,5
3202,Art After School,"Teal Triggs, Daniel Frost",Wide Eyed Editions,2015,19
3203,The Two Witnesses and the Religion Coverup,Michael Brumfield,Kawliga Publishing,2003,25
3204,Shadow Dance: Liberating the Power & Creativity of Your Dark Side,David Richo,Shambhala Publications,1999,32
3205,Boy Proof,Cecil Castellucci,Candlewick Press,2011,47
3206,50 Hikes in Kentucky: From the Appalachian Mountains to the Land Between the Lakes (50 Hikes Guides),Johnny Molloy,Menasha Ridge Press,2016,33
3207,The Day of the Dead,Ward S. Albro,Texas Christian University Press,2007,61
3208,Cowboy & Western Cuts: Electronic Clip Art for Macintosh and Windows (CD-ROM and Book),Mark Robichaux,Wiley,2005,5
3209,Management Philosophy: A Radical-Normative Perspective,Ole F. Kirkeby,Springer Science & Business Media,2000,5
3210,Embedded Systems Dictionary,Jack Ganssle,CRC Press,2003,13
3211,Practical Service Level Management: Delivering High-Quality Web-Based Services,"John McConnell, Eric D. Siegel",Cisco Press,2004,5
3212,Elements of Engineering Probability and Statistics,Rodger E. Ziemer,Pearson,1997,36
3213,An Alien from Cyberspace (Passages to Suspense),Anne Schraff,Perfection Learning,2002,4
3214,Conflict and Triumph: The Argument of the Book of Job Unfolded,William Henry Green,Banner of Truth,1999,1
3215,"The Origins of the Republican Party, 1852-1856",William E. Gienapp Professor of History Harvard University,"Oxford University Press, USA",1987,30
3216,Organizational Surveys: Tools for Assessment and Change. (book reviews): An article from: Government Finance Review,United States Government Accountability Office,Lulu.com,2007,157
3217,Targeting the Powerful: International Prospect Research,Vanessa Hack,Routledge,2013,5
3218,Lovelock (The Mayflower Trilogy Book 1),"Orson Scott Card, Kathryn H. Kidd",Tor Books,2001,4
3219,Oracional bilinge: A Prayer Book for Spanish-English Communities (English and Spanish Edition),"Jorge Perales, Therese U. Grisewood, Renee Domeier",Liturgical Press,1998,19
3220,"Basic Essentials Survival, 2nd (Basic Essentials Series)","CDR Ronald M Carvalho Jr., USN(Ret)","Lulu Press, Inc",2016,17
3221,The Good Old Days: The Holocaust as Seen by Its Perpetrators and Bystanders,"Ernst Klee, Willi Dressen, Volker Riess",Konecky Konecky,1991,18
3222,Curing Hay Fever Naturally with Chinese Medicine,Bob Flaws,"Blue Poppy Enterprises, Inc.",1997,26
3223,The Catholic Faith: An Introduction,Lawrence Cunningham,Paulist Press,1987,1
3224,Making Software Measurement Work: Building an Effective Measurement Program (Qed Software Evaluation),William C. Hetzel,QED Information Sciences,1993,135
3225,Lethal Wind,Bob McElwain,"Foremost Press, Inc.",2005,4
3226,The Way of the Jaguar,Francisco X. Stork,Bilingual Press,2000,4
3227,Las Moradas (Spanish Edition),Fulcanelli (pseud.),Archive Press & Communications,1999,10
3228,"Devlin's Luck (Sword of Change, Book 1)",Patricia Bray,Spectra,2006,4
3229,"The Natural Step for Business: Wealth, Ecology & the Evolutionary Corporation (Conscientious Commerce)","Brian Nattrass, Mary Altomare",New Society Publishers,2009,5
3230,The Channel Divergences: Deeper Pathways of the Web,"Miki Shima, Charles Chace","Blue Poppy Enterprises, Inc.",2001,13
3231,Zest for Life: Lesbians' Experiences of Menopause,Jennifer Kelly,Spinifex Press,2005,44
3232,Finding God In Physics: Einstein's Missing Relative (Why we and the universe exist),Roy Masters,FHU Bookstore,1997,1
3233,"Terrorism, Jihad, and the Bible",John MacArthur,Thomas Nelson Inc,2001,18
3234,Materials for High Temperature Engineering Applications (Engineering Materials),"G.W. Meetham, M.H. Van de Voorde",Springer Science & Business Media,2012,36
3235,"Hard Core: Power, Pleasure, and the ""Frenzy of the Visible"", Expanded edition",Linda Williams,Univ of California Press,1999,46
3236,"Masculinities: Football, Polo and the Tango in Argentina (Global Issues (Berg))",Eduardo P. Archetti,Bloomsbury USA Academic,1999,31
3237,HOPE,"Amanda Berry, Gina DeJesus, Mary Jordan, Kevin Sullivan",Penguin,2015,40
3238,Oklahoma Sportfishing: A Complete Sportsman's Guide (Backcountry Guides),John Gifford,Countryman Press,2002,17
3239,Certain Death,Thomas Lennon,Amulet Books,2020,21
3240,Praying With the Orthodox Tradition,"Stefano Parenti, Paula Clifford",RSM Press,1996,1
3241,Copyright's Highway: From Gutenberg to the Celestial Jukebox,Paul Goldstein,Stanford University Press,2003,60
3242,"Mobile Police Patlabor, Vol. 1",Masami Yuki,Viz,1998,16
3243,Wise Words and Quotes,Vernon K. McLellan,"Tyndale House Publishers, Inc.",2000,20
3244,Taking the Bible Seriously: Honest Differences about Biblical Interpretation,J. Benton White,Westminster John Knox Press,1993,1
3245,Race Critical Theories: Text and Context,"Philomena Essed, David Theo Goldberg",Wiley-Blackwell,2001,31
3246,This Sovereign Land: A New Vision For Governing The West,Daniel Kemmis,Island Press,2013,60
3247,A Sacred Union of Citizens: George Washington's Farewell Address and the American Character,"Matthew Spalding, Patrick J. Garrity",Rowman & Littlefield,1996,18
3248,The Thirty-Six Immortal Women Poets: A Poetry Album With Illustrations,Eishi Hosoda,George Braziller,1991,40
3249,Nightstand Chillers PB,"Paul Beale, Eric Partridge",Routledge,2003,24
3250,Develop Your Psychic Abilities,Echo Bodine,New World Library,2010,25
3251,Lone Wolf and Cub Vol. 18 Twilight of the Kurokuwa,Kazuo Koike,Dark Horse Comics,2002,16
